timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T10:23:20.933790,gemini-3-flash-preview,set1,Christo Inventory for Substance-misuse Services total score,Christo Inventory for Substance-misuse Services total score (observable entity),observable entity,Primitive,Assessment score (observable entity),Assessment scale (observable entity),None,Glasgow Coma Scale total score (observable entity)|Apgar score (observable entity)|Barthel index score (observable entity)|Mini-mental state examination score (observable entity)|Waterlow score (observable entity)|Abbreviated mental test score (observable entity)
2026-03-05T10:23:31.268589,gemini-3-flash-preview,set1,Aspidites melanocephalus,Aspidites melanocephalus (organism),(organism),Primitive,Genus Aspidites (organism),Family Pythonidae (organism),None,Aspidites ramsayi (organism)
2026-03-05T10:23:48.466021,gemini-3-flash-preview,set1,General medical self-referral,General medical self-referral (procedure),procedure,Primitive,Self-referral to service (procedure),Referral to service (procedure),Self-referral to health visitor (procedure)|Self-referral to district nurse (procedure)|Self-referral to midwife (procedure)|Self-referral to general practitioner (procedure)|Self-referral to practice nurse (procedure),Self-referral to psychiatric service (procedure)|Self-referral to geriatric service (procedure)|Self-referral to community healthcare service (procedure)|Self-referral to social services (procedure)|Self-referral to paramedical service (procedure)|Self-referral to maternity service (procedure)|Self-referral to optician (procedure)|Self-referral to pharmacy (procedure)|Self-referral to dental service (procedure)|Self-referral to genitourinary clinic (procedure)|Self-referral to podiatry service (procedure)|Self-referral to Accident and Emergency department (procedure)|Self-referral to hospital (procedure)
2026-03-05T10:23:56.269087,gemini-3-flash-preview,set1,Artery of extremity transposition,Transposition of artery of extremity (disorder),disorder,Primitive,Congenital anomaly of artery of limb (disorder)|Congenital transposition of artery (disorder),Congenital anomaly of artery (disorder)|Congenital anomaly of limb (disorder)|Congenital cardiovascular anomaly (disorder),None,Artery of extremity origin anomaly (disorder)|Congenital aneurysm of artery of limb (disorder)|Congenital atresia of artery of limb (disorder)|Congenital stenosis of artery of limb (disorder)|Hypoplasia of artery of limb (disorder)|Transposition of great vessels (disorder)
2026-03-05T10:24:05.836690,gemini-3-flash-preview,set1,Occlusion of left central retinal artery,Occlusion of left central retinal artery (disorder),disorder,Fully defined,Occlusion of central retinal artery (disorder)|Occlusion of retinal artery of left eye (disorder),Retinal artery occlusion (disorder)|Disorder of retinal artery of left eye (disorder),None,Occlusion of right central retinal artery (disorder)|Occlusion of branch of left retinal artery (disorder)|Left retinal artery transient ischemic attack (disorder)
2026-03-05T10:24:15.501847,gemini-3-flash-preview,set1,Nutrient absorption inhibitor,Nutrient absorption inhibitor (substance),substance,Primitive,Gastrointestinal system drug (substance),Pharmacologic substance (substance),Alpha-glucosidase inhibitor (substance)|Cholesterol absorption inhibitor (substance)|Lipase inhibitor (substance),Antacid (substance)|Antidiarrheal agent (substance)|Antiemetic (substance)|Antispasmodic (substance)|Gastrointestinal protective agent (substance)|H2 receptor antagonist (substance)|Laxative (substance)|Motility stimulant (substance)|Proton pump inhibitor (substance)
2026-03-05T10:24:23.033378,gemini-3-flash-preview,set1,Laceration of thigh without foreign body,Laceration of thigh without foreign body (disorder),disorder,Primitive,Laceration of thigh (disorder),Injury of thigh (disorder)|Laceration of lower limb (disorder),None,Laceration of thigh with foreign body (disorder)
2026-03-05T10:24:30.422584,gemini-3-flash-preview,set1,Eimeria magna,Eimeria magna (organism),organism,Primitive,Genus Eimeria (organism),Family Eimeriidae (organism),None,Eimeria acervulina (organism)|Eimeria bovis (organism)|Eimeria brunetti (organism)|Eimeria maxima (organism)|Eimeria mivati (organism)|Eimeria necatrix (organism)|Eimeria stiedae (organism)|Eimeria tenella (organism)
2026-03-05T10:24:43.863224,gemini-3-flash-preview,set1,Enterocolic fistula,Enterocolic fistula (disorder),disorder,Primitive,Fistula of intestine (disorder),Disorder of intestine (disorder)|Fistula of abdomen (disorder),Duodenocolic fistula (disorder)|Iliocolic fistula (disorder)|Jejunocolic fistula (disorder),Enterocutaneous fistula (disorder)|Enteroenteric fistula (disorder)|Enterovaginal fistula (disorder)|Enterovesical fistula (disorder)|Fistula of appendix (disorder)
2026-03-05T10:24:50.727815,gemini-3-flash-preview,set1,Rehabilitation care plan,Rehabilitation care plan (record artifact),record artifact,Primitive,Care plan (record artifact),Health care plan (record artifact),Cardiac rehabilitation care plan (record artifact)|Neurological rehabilitation care plan (record artifact)|Orthopedic rehabilitation care plan (record artifact)|Pulmonary rehabilitation care plan (record artifact),Advance care plan (record artifact)|Nursing care plan (record artifact)|Palliative care plan (record artifact)|Psychiatric care plan (record artifact)
2026-03-05T10:25:00.905952,gemini-3-flash-preview,set1,Blood group antigen Naz,Blood group antigen Naz (substance),substance,Primitive,Knops blood group system antigen (substance),Blood group antigen (substance),None,Kn(a) antigen (substance)|Kn(b) antigen (substance)|McC(a) antigen (substance)|Sl(a) antigen (substance)|Vil antigen (substance)|Yk(a) antigen (substance)
2026-03-05T10:25:18.987090,gemini-3-flash-preview,set1,Bilastine,Bilastine (substance),substance,Primitive,Histamine receptor antagonist (substance),Histamine receptor modulator (substance),None,Acrivastine (substance)|Antazoline (substance)|Astemizole (substance)|Azatadine (substance)|Azelastine (substance)|Cetirizine (substance)|Chlorpheniramine (substance)|Clemastine (substance)|Cyclizine (substance)|Cyproheptadine (substance)|Desloratadine (substance)|Diphenhydramine (substance)|Ebastine (substance)|Fexofenadine (substance)|Hydroxyzine (substance)|Levocetirizine (substance)|Loratadine (substance)|Mizolastine (substance)|Promethazine (substance)|Rupatadine (substance)|Terfenadine (substance)
2026-03-05T10:25:27.823468,gemini-3-flash-preview,set1,Appearance of oral mucosa,Appearance of oral mucosa (observable entity),observable entity,Primitive,Appearance of mucosa (observable entity)|Appearance of oral cavity (observable entity),Appearance of anatomical structure (observable entity)|Appearance of digestive system structure (observable entity),Appearance of buccal mucosa (observable entity)|Appearance of gingiva (observable entity)|Appearance of tongue (observable entity)|Color of oral mucosa (observable entity)|Texture of oral mucosa (observable entity),Appearance of conjunctiva (observable entity)|Appearance of gastric mucosa (observable entity)|Appearance of respiratory mucosa (observable entity)|Appearance of vaginal mucosa (observable entity)|Appearance of lip (observable entity)|Appearance of palate (observable entity)|Appearance of salivary gland (observable entity)|Appearance of tooth (observable entity)
2026-03-05T10:25:33.528727,gemini-3-flash-preview,set1,Superior closed dislocation,Superior closed dislocation (disorder),disorder,Primitive,Closed dislocation of joint (disorder)|Superior dislocation (disorder),Closed traumatic injury (disorder)|Dislocation of joint (disorder),None,Closed anterior dislocation (disorder)|Closed inferior dislocation (disorder)|Closed lateral dislocation (disorder)|Closed medial dislocation (disorder)|Closed posterior dislocation (disorder)|Superior open dislocation (disorder)
2026-03-05T10:25:52.348106,gemini-3-flash-preview,set1,Khoshamian,"Concept ""Khoshamian"" not found in SNOMED CT",Not applicable,Not applicable,None,None,None,None
2026-03-05T10:26:06.005669,gemini-3-flash-preview,set1,Urine codeine measurement,Urine codeine measurement (procedure),procedure,Fully defined,Codeine measurement (procedure)|Urine drug measurement (procedure),Drug measurement (procedure)|Opiate measurement (procedure)|Urine measurement (procedure),None,Blood codeine measurement (procedure)|Serum codeine measurement (procedure)|Urine morphine measurement (procedure)|Urine cocaine measurement (procedure)|Urine methadone measurement (procedure)|Urine amphetamine measurement (procedure)
2026-03-05T10:26:12.338005,gemini-3-flash-preview,set1,Computed tomography of thigh for radiotherapy planning,Computed tomography of thigh for radiotherapy planning (procedure),procedure,Fully defined,Computed tomography for radiotherapy planning (procedure)|Computed tomography of thigh (procedure),Computed tomography (procedure)|Radiotherapy planning (procedure)|Computed tomography of lower limb (procedure),None,Computed tomography of head for radiotherapy planning (procedure)|Computed tomography of neck for radiotherapy planning (procedure)|Computed tomography of thorax for radiotherapy planning (procedure)|Computed tomography of abdomen for radiotherapy planning (procedure)|Computed tomography of pelvis for radiotherapy planning (procedure)|Computed tomography of thigh with contrast (procedure)|Computed tomography of thigh without contrast (procedure)|Computed tomography of thigh without and with contrast (procedure)
2026-03-05T10:26:21.157766,gemini-3-flash-preview,set1,Application of long leg cast,Application of long leg cast (procedure),procedure,Primitive,Application of cast on leg (procedure),Application of cast (procedure),"Application of long leg cast, brace type (procedure)|Application of long leg cast, cylinder (procedure)|Application of long leg cast, walker type (procedure)",Application of clubfoot cast (procedure)|Application of short leg cast (procedure)
2026-03-05T10:26:30.339338,gemini-3-flash-preview,set1,Acute duodenitis,Acute duodenitis (disorder),disorder,Primitive,Acute enteritis (disorder)|Acute gastroduodenitis (disorder)|Duodenitis (disorder),Acute inflammatory disorder (disorder)|Duodenal disease (disorder)|Enteritis (disorder)|Gastroduodenitis (disorder)|Inflammatory disorder of digestive tract (disorder),Acute erosive duodenitis (disorder)|Acute hemorrhagic duodenitis (disorder)|Acute phlegmonous duodenitis (disorder),Chronic duodenitis (disorder)|Duodenitis with hemorrhage (disorder)|Erosive duodenitis (disorder)|Nonspecific duodenitis (disorder)
2026-03-05T10:26:36.884017,gemini-3-flash-preview,set1,"Nuclear medicine system table, powered",Powered nuclear medicine system table (physical object),physical object,Primitive,Nuclear medicine system table (physical object)|Powered patient table (physical object),Patient table (physical object)|Nuclear medicine system component (physical object)|Powered table (physical object),None,Manual nuclear medicine system table (physical object)|Powered operating table (physical object)|Powered radiotherapy table (physical object)
2026-03-05T10:27:01.798214,gemini-3-flash-preview,set1,Local tumor spread,Local tumor spread (morphologic abnormality),morphologic abnormality,Primitive,Metastasis (morphologic abnormality),"Malignant neoplasm, metastatic (morphologic abnormality)",Direct spread of neoplasm (morphologic abnormality)|Perineural invasion (morphologic abnormality)|Vascular invasion (morphologic abnormality)|Microscopic local tumor spread (morphologic abnormality)|Circumferential resection margin involvement by malignant neoplasm (morphologic abnormality),Distant metastasis (morphologic abnormality)|Macrometastasis (morphologic abnormality)|Micrometastasis (morphologic abnormality)
2026-03-05T10:27:15.391835,gemini-3-flash-preview,set1,Family Kogiidae,Family Kogiidae (organism),organism,Primitive,Suborder Odontoceti (organism),Order Cetacea (organism),Genus Kogia (organism),Family Delphinidae (organism)|Family Iniidae (organism)|Family Lipotidae (organism)|Family Monodontidae (organism)|Family Phocoenidae (organism)|Family Physeteridae (organism)|Family Platanistidae (organism)|Family Pontoporiidae (organism)|Family Ziphiidae (organism)
2026-03-05T10:27:20.536021,gemini-3-flash-preview,set1,Able to transfer from wheelchair to chair,Able to transfer from wheelchair to chair (finding),finding,Primitive,Able to transfer (finding),Mobility finding (finding),None,Able to transfer from bed to chair (finding)|Able to transfer from chair to bed (finding)|Able to transfer from chair to chair (finding)|Able to transfer from chair to toilet (finding)|Able to transfer from floor to chair (finding)|Able to transfer from toilet to chair (finding)
2026-03-05T10:27:34.245831,gemini-3-flash-preview,set1,Selectron therapy,Selectron therapy (procedure),procedure,Primitive,Manual brachytherapy (procedure),Brachytherapy (procedure),(none),Manual Heyman's packing (procedure)|Manual loading mold therapy (procedure)|Manual loading permanent interstitial brachytherapy (procedure)|Manual loading temporary interstitial brachytherapy (procedure)|Manual loading temporary intracavitary brachytherapy (procedure)|Manual loading temporary intraluminal brachytherapy (procedure)|Manual loading temporary surface brachytherapy (procedure)
2026-03-05T10:27:44.092880,gemini-3-flash-preview,set1,Structure of superficial part of superior levator palpebrae muscle,Structure of superficial part of superior levator palpebrae muscle (body structure),body structure,Primitive,Structure of superior levator palpebrae muscle (body structure),Structure of levator palpebrae superioris muscle (body structure),None,Structure of deep part of superior levator palpebrae muscle (body structure)
2026-03-05T10:27:54.430198,gemini-3-flash-preview,set1,Entire left wall of urinary bladder,Entire left wall of urinary bladder (body structure),body structure,Primitive,Structure of left wall of urinary bladder (body structure)|Entire wall of urinary bladder (body structure),Wall of urinary bladder (body structure)|Entire urinary bladder (body structure),(None),Entire anterior wall of urinary bladder (body structure)|Entire posterior wall of urinary bladder (body structure)|Entire right wall of urinary bladder (body structure)|Entire superior wall of urinary bladder (body structure)
2026-03-05T10:28:06.112683,gemini-3-flash-preview,set1,Urine specimen care assessment,Urine specimen care assessment (procedure),procedure,Primitive,Assessment of specimen (procedure)|Urine specimen care (procedure),Assessment of procedure (procedure)|Specimen care (procedure),None,Blood specimen care assessment (procedure)|Stool specimen care assessment (procedure)|Sputum specimen care assessment (procedure)|Midstream urine specimen care (procedure)|Urine specimen care - completed (procedure)
2026-03-05T10:28:21.022498,gemini-3-flash-preview,set1,Structure of intervertebral disc of sacral vertebra,Structure of intervertebral disc of sacral vertebra (body structure),body structure,Primitive,Intervertebral disc structure (body structure)|Sacral structure (body structure),Fibrocartilage structure (body structure)|Structure of joint of vertebral column (body structure)|Structure of sacrum (body structure)|Bone structure of pelvis (body structure),Structure of intervertebral disc of first sacral vertebra (body structure)|Structure of intervertebral disc of second sacral vertebra (body structure)|Structure of intervertebral disc of third sacral vertebra (body structure)|Structure of intervertebral disc of fourth sacral vertebra (body structure),Structure of intervertebral disc of cervical vertebra (body structure)|Structure of intervertebral disc of lumbar vertebra (body structure)|Structure of intervertebral disc of thoracic vertebra (body structure)|Sacral nerve plexus (body structure)|Sacral spinal cord structure (body structure)
2026-03-05T10:28:35.265742,gemini-3-flash-preview,set1,Amino acids peritoneal dialysis solution,Amino acids peritoneal dialysis solution (product),product,Fully defined,Peritoneal dialysis solution (product),Dialysis solution (product),1.1% amino acid peritoneal dialysis solution (product),Icodextrin peritoneal dialysis solution (product)|Peritoneal dialysis solution containing glucose (product)
2026-03-05T10:28:42.960720,gemini-3-flash-preview,set1,Family Caryophyllaceae,Family Caryophyllaceae (organism),organism,Primitive,Order Caryophyllales (organism),Superorder Caryophyllanae (organism),Genus Agrostemma (organism)|Genus Arenaria (organism)|Genus Cerastium (organism)|Genus Dianthus (organism)|Genus Gypsophila (organism)|Genus Lychnis (organism)|Genus Sagina (organism)|Genus Saponaria (organism)|Genus Scleranthus (organism)|Genus Silene (organism)|Genus Spergula (organism)|Genus Spergularia (organism)|Genus Stellaria (organism),Family Aizoaceae (organism)|Family Amaranthaceae (organism)|Family Basellaceae (organism)|Family Cactaceae (organism)|Family Chenopodiaceae (organism)|Family Nyctaginaceae (organism)|Family Phytolaccaceae (organism)|Family Portulacaceae (organism)
2026-03-05T10:28:52.907356,gemini-3-flash-preview,set1,Umbilical catheter submitted as specimen,Umbilical catheter submitted as specimen (specimen),specimen,Primitive,Catheter specimen (specimen)|Umbilical cord specimen (specimen),Specimen from device (specimen)|Specimen from trunk (specimen),(none),Arterial catheter specimen (specimen)|Cardiac catheter specimen (specimen)|Central venous catheter specimen (specimen)|Dialysis catheter specimen (specimen)|Epidural catheter specimen (specimen)|Foley catheter specimen (specimen)|Midline catheter specimen (specimen)|Peripherally inserted central catheter specimen (specimen)|Pulmonary artery catheter specimen (specimen)|Suction catheter specimen (specimen)|Tracheal catheter specimen (specimen)|Ventricular catheter specimen (specimen)|Umbilical cord blood specimen (specimen)|Specimen from umbilical cord stump (specimen)
2026-03-05T10:29:12.971090,gemini-3-flash-preview,set1,Product containing precisely desmopressin acetate 100 microgram/1 milliliter conventional release nasal solution,Product containing precisely desmopressin acetate 100 microgram/1 milliliter conventional release nasal solution (medicinal product),medicinal product,Fully defined,Desmopressin acetate nasal solution (product)|Product containing precisely desmopressin acetate (medicinal product),Desmopressin nasal solution (product)|Product containing desmopressin acetate (medicinal product),None,Product containing precisely desmopressin acetate 10 microgram/1 dose conventional release nasal spray (medicinal product)|Product containing precisely desmopressin acetate 4 microgram/1 milliliter conventional release solution for injection (medicinal product)|Product containing precisely desmopressin acetate 15 microgram/1 milliliter conventional release solution for injection (medicinal product)
2026-03-05T10:29:21.920512,gemini-3-flash-preview,set1,Syncytial cell,Syncytial cell (cell),cell,Primitive,Multinucleated cell (cell),Cell (cell),Decidual syncytial cell (cell)|Syncytiotrophoblastic cell (cell),Giant cell (cell)|Megakaryocyte (cell)|Osteoclast (cell)|Skeletal muscle fiber (cell)
2026-03-05T10:29:29.755978,gemini-3-flash-preview,set1,Extension Namespace {1000085},Extension Namespace {1000085} (namespace concept),namespace concept,Primitive,Namespace concept (370129005),SNOMED CT Model Component (900000000000441003),None,Extension Namespace {1000000} (namespace concept)|Extension Namespace {1000004} (namespace concept)|Extension Namespace {1000013} (namespace concept)|Extension Namespace {1000033} (namespace concept)|Extension Namespace {1000132} (namespace concept)
2026-03-05T10:29:39.186072,gemini-3-flash-preview,set1,Congenital absence of frontal bone,Congenital absence of frontal bone (disorder),disorder,Primitive,Congenital absence of bone of cranium (disorder)|Congenital anomaly of frontal bone (disorder),Congenital absence of bone (disorder)|Congenital anomaly of cranial bone (disorder),None,Congenital absence of ethmoid bone (disorder)|Congenital absence of occipital bone (disorder)|Congenital absence of parietal bone (disorder)|Congenital absence of sphenoid bone (disorder)|Congenital absence of temporal bone (disorder)|Hypoplasia of frontal bone (disorder)
2026-03-05T10:29:48.584361,gemini-3-flash-preview,set1,Incision and exploration of rectum,Incision and exploration of rectum (procedure),procedure,Primitive,Exploration of rectum (procedure)|Incision of rectum (procedure),Exploration of lower gastrointestinal tract (procedure)|Incision of large intestine (procedure)|Procedure on rectum (procedure),None,Endoscopy and exploration of rectum (procedure)|Proctotomy (procedure)|Drainage of rectum (procedure)|Removal of foreign body from rectum by incision (procedure)|Linear proctotomy (procedure)
2026-03-05T10:29:56.655880,gemini-3-flash-preview,set1,Needle catheter,Needle catheter (physical object),physical object,Primitive,Catheter (physical object)|Needle (physical object),Medical device (physical object),Gastrojejunostomy needle catheter (physical object)|Jejunostomy needle catheter (physical object)|Percutaneous needle catheter (physical object),Balloon catheter (physical object)|Drainage catheter (physical object)|Epidural catheter (physical object)|Foley catheter (physical object)|Hypodermic needle (physical object)|Biopsy needle (physical object)|Acupuncture needle (physical object)|Suture needle (physical object)
2026-03-05T10:30:08.574787,gemini-3-flash-preview,set1,Percutaneous transluminal embolization of femoral artery,Percutaneous transluminal embolization of femoral artery (procedure),procedure,Fully defined,Embolization of femoral artery (procedure)|Percutaneous transluminal embolization (procedure),Embolization of artery (procedure)|Operation on femoral artery (procedure)|Embolization (procedure)|Percutaneous transluminal procedure (procedure),None,Transcatheter embolization of femoral artery (procedure)|Percutaneous transluminal embolization of artery (procedure)|Percutaneous transluminal embolization of renal artery (procedure)|Percutaneous transluminal embolization of iliac artery (procedure)|Percutaneous transluminal embolization of carotid artery (procedure)
2026-03-05T10:30:17.907619,gemini-3-flash-preview,set1,Stung by cone shell,Stung by cone shell (event),event,Primitive,Stung by marine animal (event),Stung by animal (event),(none),Stung by coral (event)|Stung by jellyfish (event)|Stung by Portuguese man-of-war (event)|Stung by sea anemone (event)|Stung by sea urchin (event)|Stung by stingray (event)
2026-03-05T10:30:28.746071,gemini-3-flash-preview,set1,Head artery injection,Injection of artery of head (procedure),(procedure),Fully defined,Injection of artery (procedure)|Procedure on artery of head (procedure),Injection (procedure)|Procedure on artery (procedure)|Procedure on blood vessel of head (procedure)|Procedure on head (procedure),Injection of carotid artery (procedure)|Injection of vertebral artery (procedure),Injection of artery of upper limb (procedure)|Injection of artery of lower limb (procedure)|Injection of artery of trunk (procedure)|Injection of pulmonary artery (procedure)|Angiography of artery of head (procedure)|Angioplasty of artery of head (procedure)|Ligation of artery of head (procedure)
2026-03-05T10:30:51.377778,gemini-3-flash-preview,set1,"True insight, function",True insight (finding),finding,Primitive,Insight (finding),"Mental state, behavior and/or psychosocial finding (finding)|Finding of awareness (finding)",(None),Impaired insight (finding)|Intellectual insight (finding)|No insight (finding)|Partial insight (finding)
2026-03-05T10:31:07.124337,gemini-3-flash-preview,set1,Disorder due to and following injury of muscle and tendon of upper limb,Disorder due to and following injury of muscle and tendon of upper limb (disorder),disorder,Primitive,Post-traumatic disorder of muscle and tendon (disorder)|Injury of muscle and tendon of upper limb (disorder)|Disorder of muscle and/or tendon of upper limb (disorder),Traumatic disorder of muscle and tendon (disorder)|Injury of upper limb (disorder)|Injury of muscle and/or tendon (disorder)|Disorder of upper limb (disorder)|Soft tissue disorder of upper limb (disorder)|Disorder of muscle and/or tendon (disorder),Disorder due to and following injury of muscle and tendon of shoulder and/or upper arm (disorder)|Disorder due to and following injury of muscle and tendon of elbow and/or forearm (disorder)|Disorder due to and following injury of muscle and tendon of wrist and hand (disorder)|Post-traumatic contracture of muscle of upper limb (disorder),Disorder due to and following injury of muscle and tendon of head (disorder)|Disorder due to and following injury of muscle and tendon of neck (disorder)|Disorder due to and following injury of muscle and tendon of trunk (disorder)|Disorder due to and following injury of muscle and tendon of lower limb (disorder)|Laceration of muscle and tendon of upper limb (disorder)|Strain of muscle and tendon of upper limb (disorder)|Traumatic rupture of muscle and tendon of upper limb (disorder)|Calcific tendonitis of upper limb (disorder)
2026-03-05T10:31:26.195324,gemini-3-flash-preview,set1,Entire left foot,Entire left foot (body structure),body structure,Primitive,Entire foot (body structure)|Structure of left foot (body structure),Entire lower limb (body structure)|Foot structure (body structure)|Structure of left lower limb (body structure),Entire skin of left foot (body structure)|Entire nail of left foot (body structure)|Entire skin and subcutaneous tissue of left foot (body structure),Entire right foot (body structure)|Bone structure of left foot (body structure)|Skin of left foot (body structure)|Muscle structure of left foot (body structure)|Joint structure of left foot (body structure)
2026-03-05T10:31:36.536426,gemini-3-flash-preview,set1,Recurrent erosion of cornea of left eye,Recurrent erosion of cornea of left eye (disorder),disorder,Fully defined,Recurrent corneal erosion (disorder)|Corneal erosion of left eye (disorder),Corneal erosion (disorder)|Recurrent disease (disorder)|Disorder of cornea of left eye (disorder),(None),"Recurrent erosion of cornea of right eye (disorder)|Recurrent erosion of cornea, bilateral (disorder)|Traumatic corneal erosion of left eye (disorder)"
2026-03-05T10:31:45.459428,gemini-3-flash-preview,set1,Excision of salivary gland,Excision of salivary gland (procedure),procedure,Fully defined,Excision of head and neck structure (procedure)|Excision of digestive system structure (procedure)|Operation on salivary gland (procedure),Excision (procedure)|Procedure on head and neck (procedure)|Procedure on digestive system (procedure)|Operation on mouth (procedure),Excision of lesion of salivary gland (procedure)|Parotidectomy (procedure)|Submandibular sialadenectomy (procedure)|Excision of minor salivary gland (procedure)|Sublingual sialadenectomy (procedure),Incision of salivary gland (procedure)|Biopsy of salivary gland (procedure)|Repair of salivary gland (procedure)|Removal of calculus from salivary gland (procedure)|Excision of thyroid gland (procedure)|Excision of parathyroid gland (procedure)|Excision of esophagus (procedure)
2026-03-05T10:32:05.825020,gemini-3-flash-preview,set1,Adverse effect of prosthetic device,Adverse effect of prosthetic device (disorder),disorder,Fully defined,Complication (disorder)|Finding related to prosthetic device (finding),Clinical finding (finding)|Disease (disorder),Adverse effect of cardiac prosthetic device (disorder)|Adverse effect of orthopedic prosthetic device (disorder)|Adverse effect of vascular prosthetic device (disorder)|Adverse reaction to dental prosthetic device (disorder)|Adverse reaction to intrauterine contraceptive device (disorder),Complication of procedure (disorder)|Postoperative complication (disorder)|Late complication (disorder)|Finding related to surgical biomaterial (finding)|Mechanical complication of prosthetic device (disorder)
2026-03-05T10:32:24.666258,gemini-3-flash-preview,set1,Total excision of meningioma,Total excision of meningioma (procedure),procedure,Fully defined,Excision of meningioma (procedure)|Total excision of lesion of meninges (procedure),Excision of lesion of meninges (procedure)|Excision of meningeal tumor (procedure)|Total excision (procedure),Total excision of brain meningioma (procedure)|Total excision of spinal meningioma (procedure),Partial excision of meningioma (procedure)
2026-03-05T10:32:38.255580,gemini-3-flash-preview,set1,Cote d'Ivoire,Republic of Cote d'Ivoire (geographic location),geographic location,Primitive,West Africa (geographic location),Africa (geographic location),(none),Republic of Ghana (geographic location)|Republic of Liberia (geographic location)|Republic of Guinea (geographic location)|Burkina Faso (geographic location)|Republic of Mali (geographic location)|Republic of Benin (geographic location)|Federal Republic of Nigeria (geographic location)|Republic of Sierra Leone (geographic location)|Republic of Senegal (geographic location)|Republic of The Gambia (geographic location)|Togolese Republic (geographic location)|Republic of Niger (geographic location)|Republic of Guinea-Bissau (geographic location)|Republic of Cape Verde (geographic location)|Islamic Republic of Mauritania (geographic location)|Saint Helena (geographic location)
2026-03-05T10:32:49.139915,gemini-3-flash-preview,set1,Fluoroscopic venography of hepatic vein with contrast and insertion of stent graft,Fluoroscopic venography of hepatic vein with contrast and insertion of stent graft (procedure),procedure,Fully defined,Fluoroscopic venography of hepatic vein with contrast (procedure)|Insertion of stent graft into hepatic vein (procedure),Fluoroscopic venography of vein with contrast (procedure)|Fluoroscopic venography of hepatic vein (procedure)|Insertion of stent graft into vein (procedure)|Insertion of device into hepatic vein (procedure),None,Fluoroscopic venography of hepatic vein with contrast and insertion of stent (procedure)|Insertion of stent graft into hepatic vein using fluoroscopic guidance (procedure)
2026-03-05T10:32:58.326984,gemini-3-flash-preview,set1,Amyloid deposition,Amyloid deposition (morphologic abnormality),morphologic abnormality,Primitive,Deposition (morphologic abnormality),Morphologic abnormality (morphologic abnormality),Amyloid plaque (morphologic abnormality)|Cardiac amyloid deposition (morphologic abnormality)|Cerebral amyloid angiopathy (morphologic abnormality)|Lattice corneal dystrophy (morphologic abnormality)|Lichen amyloidosis (morphologic abnormality)|Macular amyloidosis (morphologic abnormality)|Nodular amyloidosis (morphologic abnormality),Calcium deposition (morphologic abnormality)|Fibrin deposition (morphologic abnormality)|Hyaline deposition (morphologic abnormality)|Lipid deposition (morphologic abnormality)|Oxalate deposition (morphologic abnormality)|Pigment deposition (morphologic abnormality)|Urate deposition (morphologic abnormality)
2026-03-05T10:33:09.414444,gemini-3-flash-preview,set1,Measurement of serum thyroid stimulating hormone,Measurement of serum thyroid stimulating hormone (procedure),procedure,Fully defined,Measurement of thyroid stimulating hormone (procedure)|Measurement of serum hormone level (procedure),"Thyroid function test (procedure)|Measurement of hormone level (procedure)|Hormone measurement, serum (procedure)|Endocrine function test (procedure)",Measurement of free serum thyroid stimulating hormone (procedure),"Measurement of thyroid stimulating hormone, neonate (procedure)|Measurement of serum parathyroid hormone (procedure)|Measurement of serum insulin level (procedure)|Measurement of serum gastrin level (procedure)"
2026-03-05T10:33:21.599158,gemini-3-flash-preview,set1,Excessive secretin secretion,Excessive secretin secretion (disorder),disorder,Primitive,Secretin metabolism disorder (disorder)|Increased hormone secretion (disorder),Gastrointestinal hormone metabolism disorder (disorder)|Hormone metabolism disorder (disorder),None,Decreased secretin secretion (disorder)|Congenital secretin deficiency (disorder)|Increased gastrin secretion (disorder)|Increased insulin secretion (disorder)|Increased glucagon secretion (disorder)|Increased cholecystokinin secretion (disorder)
2026-03-05T10:33:32.249054,gemini-3-flash-preview,set1,Cataract lens fragments in vitreous of left eye due to and following cataract surgery,Cataract lens fragments in vitreous of left eye due to and following cataract surgery (disorder),disorder,Fully defined,Cataract lens fragments in vitreous due to and following cataract surgery (disorder)|Disorder of vitreous body of left eye (disorder),Complication of cataract surgery (disorder)|Retained lens material in vitreous (disorder)|Disorder of vitreous body (disorder)|Left eye finding (finding),None,Cataract lens fragments in vitreous of right eye due to and following cataract surgery (disorder)|Vitreous hemorrhage of left eye (disorder)|Asteroid hyalosis of left eye (disorder)|Vitreous prolapse of left eye (disorder)|Vitreous opacities of left eye (disorder)
2026-03-05T10:33:45.782918,gemini-3-flash-preview,set1,Toe joint crepitus,Toe joint crepitus (finding),finding,Primitive,Crepitus of joint (finding)|Finding of toe joint (finding),Crepitus (finding)|Joint finding (finding)|Finding of joint of lower limb (finding)|Toe finding (finding),Crepitus of first metatarsophalangeal joint (finding),Ankle joint crepitus (finding)|Elbow joint crepitus (finding)|Hip joint crepitus (finding)|Knee joint crepitus (finding)|Shoulder joint crepitus (finding)|Wrist joint crepitus (finding)|Toe joint pain (finding)|Swelling of toe joint (finding)|Stiffness of toe joint (finding)
