timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T11:13:25.102374,gemini-3-flash-preview,set2,Fracture of phalanx of finger of left hand,Fracture of phalanx of finger of left hand (disorder),Disease / Disorder,Fully defined,Fracture of phalanx of finger|Fracture of finger of left hand|Injury of phalanx of finger of left hand,Fracture of finger|Fracture of hand|Injury of finger of left hand,Fracture of distal phalanx of finger of left hand|Fracture of middle phalanx of finger of left hand|Fracture of proximal phalanx of finger of left hand|Open fracture of phalanx of finger of left hand|Closed fracture of phalanx of finger of left hand,Fracture of phalanx of finger of right hand|Dislocation of phalanx of finger of left hand|Sprain of joint of phalanx of left finger|Crushing injury of phalanx of finger of left hand
2026-03-05T11:13:34.083041,gemini-3-flash-preview,set2,Astroscopus y-graecum,*Astroscopus y-graecum*,Species,Fully defined,*Astroscopus*,Uranoscopidae,None,*Astroscopus guttatus*|*Astroscopus sexspinosus*|*Astroscopus zephyreus*
2026-03-05T11:13:51.824961,gemini-3-flash-preview,set2,Vaccine product containing only Clostridium tetani and Human poliovirus antigens,Most precise official-style name,What kind of thing it is (semantic type),Category type (Primitive / Fully defined),Vaccine product containing Clostridium tetani antigen|Vaccine product containing Human poliovirus antigen,Bacterial vaccine|Viral vaccine|Vaccine product,None,Vaccine product containing only Clostridium tetani and Corynebacterium diphtheriae antigens|Vaccine product containing only Clostridium tetani and Bordetella pertussis antigens|Vaccine product containing only Human poliovirus and Hepatitis A virus antigens
2026-03-05T11:13:58.909687,gemini-3-flash-preview,set2,Single photon emission computed tomography system,Single-photon emission computed tomography scanner,Medical Device,Fully defined,Emission computed tomography system|Radionuclide imaging system,Tomography system|Diagnostic imaging equipment,Integrated SPECT/CT system|Dedicated cardiac SPECT system|Dedicated brain SPECT system,Positron emission tomography system
2026-03-05T11:14:06.066804,gemini-3-flash-preview,set2,Measurement of Influenza A virus antibody and Influenza B virus antibody,Measurement of influenza A virus antibody and influenza B virus antibody,Procedure,Fully defined,,,Measurement of influenza A virus IgG antibody and influenza B virus IgG antibody|Measurement of influenza A virus IgM antibody and influenza B virus IgM antibody,Measurement of influenza A virus antibody|Measurement of influenza B virus antibody|Measurement of influenza C virus antibody
2026-03-05T11:14:11.984572,gemini-3-flash-preview,set2,Chronic radiation nephritis,Radiation-induced chronic interstitial nephritis,Disease,Fully defined,Radiation-induced nephritis|Chronic interstitial nephritis,Kidney disease|Radiation injury|Interstitial nephritis,,Acute radiation-induced nephritis|Chronic lead-induced nephritis|Chronic analgesic-induced nephritis|Chronic urate nephropathy
2026-03-05T11:14:19.628939,gemini-3-flash-preview,set2,Giant retinal tear,Giant retinal tear,Disease or Syndrome,Primitive,,,,Horseshoe tear of retina|Operculated retinal tear|Round retinal tear
2026-03-05T11:14:25.186658,gemini-3-flash-preview,set2,Structure of lateral surface of upper arm,Lateral surface of arm,Body structure,Primitive,Structure of surface of arm,Structure of arm,None,Structure of medial surface of arm|Structure of anterior surface of arm|Structure of posterior surface of arm
2026-03-05T11:14:36.398544,gemini-3-flash-preview,set2,Family Echinorhynchidae,Echinorhynchidae,Taxon,Primitive,,,Acanthocephalus|Circinatechinorhynchus|Echinorhynchus|Frilloechinorhynchus|Pilum|Pseudoacanthocephalus,Arhythmacanthidae|Cavisomidae|Fessisentidae|Hypoechinorhynchidae|Illiosentidae|Polyacanthorhynchidae|Pomphorhynchidae|Rhadinorhynchidae|Transennorhynchidae
2026-03-05T11:14:52.659751,gemini-3-flash-preview,set2,Embolectomy with catheter of celiac artery by abdominal incision,Embolectomy of celiac artery,Procedure,Fully defined,Embolectomy of artery of abdomen|Operation on celiac artery,Embolectomy of artery|Operation on artery of abdomen|Incision of artery,None,Embolectomy of superior mesenteric artery|Embolectomy of inferior mesenteric artery|Embolectomy of renal artery|Embolectomy of hepatic artery|Embolectomy of splenic artery
2026-03-05T11:15:02.090113,gemini-3-flash-preview,set2,Entire zygomatic arch,Zygomatic arch structure,Body structure,Primitive,,,Temporal process of zygomatic bone|Zygomatic process of temporal bone,Structure of maxilla|Structure of nasal bone|Structure of lacrimal bone|Structure of vomer|Structure of palatine bone
2026-03-05T11:15:08.189396,gemini-3-flash-preview,set2,Application of hot water bottle,Application of hot water bottle,Procedure,Fully defined,Local application of heat,Application of heat|Thermal therapy,None,Application of heating pad|Application of hot pack|Application of chemical heat pack
2026-03-05T11:15:15.276094,gemini-3-flash-preview,set2,Tilmicosin,Tilmicosin,Pharmacologic Substance,Fully defined,Macrolide antibiotic|Tylosin derivative,Antibacterial agent|Protein synthesis inhibitor,Tilmicosin phosphate,Tylosin|Tulathromycin|Tildipirosin|Gamithromycin|Tylvalosin
2026-03-05T11:15:30.961211,gemini-3-flash-preview,set2,Hypothalamic releasing factor,Hypothalamic Releasing Hormone,Hormone,Fully defined,Hypothalamic Hormone|Releasing Hormone,Hormone|Signaling Molecule,Corticotropin-releasing hormone|Gonadotropin-releasing hormone|Growth hormone-releasing hormone|Thyrotropin-releasing hormone|Prolactin-releasing hormone,Hypothalamic Inhibiting Hormone|Neurohypophysial Hormone
2026-03-05T11:15:37.496503,gemini-3-flash-preview,set2,Perioral numbness,Paresthesia of perioral region,Finding,Primitive,Paresthesia of face|Sensory loss of face,Sensory loss|Neurological finding,Numbness of upper lip|Numbness of lower lip,Periorbital numbness|Numbness of nose|Numbness of cheek
2026-03-05T11:15:44.831429,gemini-3-flash-preview,set2,"Electron microscopy study, transmission, examination and report",Transmission electron microscopy,Diagnostic procedure,Fully defined,Electron microscopy,Microscopic examination|Laboratory procedure,Scanning transmission electron microscopy|High-resolution transmission electron microscopy|Cryo-transmission electron microscopy,Scanning electron microscopy|Reflection electron microscopy|Analytical electron microscopy
2026-03-05T11:15:51.270059,gemini-3-flash-preview,set2,Structure of hypothalamicohypophyseal tract,Hypothalamohypophysial tract,Anatomical structure,Primitive,Nerve tract of hypothalamus|Axon tract,Structure of hypothalamus|Nerve tract of central nervous system,Supraopticohypophysial tract|Paraventriculohypophysial tract,Tuberoinfundibular tract|Hypothalamicohypophysial portal system|Mammillothalamic tract
2026-03-05T11:15:59.475795,gemini-3-flash-preview,set2,Incision and exploration of tunica vaginalis,Incision and exploration of tunica vaginalis,Procedure,Fully defined,Exploration of scrotal contents|Incision of male genital organ,Operation on scrotum|Procedure on male genital system,None,Excision of tunica vaginalis|Biopsy of tunica vaginalis|Suture of tunica vaginalis
2026-03-05T11:16:05.442564,gemini-3-flash-preview,set2,Injury of nasopharynx,Traumatic injury of nasopharynx,Finding,Fully defined,Injury of pharynx|Nasopharyngeal finding,Injury of head|Injury of neck|Pharyngeal finding,Laceration of nasopharynx|Contusion of nasopharynx|Superficial injury of nasopharynx,Injury of oropharynx|Injury of hypopharynx|Injury of pharyngeal wall
2026-03-05T11:16:12.089290,gemini-3-flash-preview,set2,Grafting of fascia to tarsal cartilage,Graft of fascia to tarsus,Procedure,Fully defined,Grafting of eyelid|Tarsoplasty|Transplantation of fascia,Plastic operation on eyelid|Repair of eyelid|Operation on tarsus|Transplantation of tissue,None,Graft of mucous membrane to tarsus|Graft of skin to tarsus|Tarsal resection|Tarsorrhaphy
2026-03-05T11:16:24.366208,gemini-3-flash-preview,set2,Accidental ingestion of spurge olive berries,Accidental ingestion of spurge olive berries (disorder),Event,Primitive,Accidental poisoning by berries|Poisoning caused by spurge olive,Accidental poisoning|Toxic effect of plant,None,Accidental ingestion of holly berries|Accidental ingestion of mistletoe berries|Accidental ingestion of yew berries|Accidental ingestion of deadly nightshade berries|Accidental ingestion of privet berries
2026-03-05T11:16:30.903742,gemini-3-flash-preview,set2,Stimulus response inventory,Stimulus-Response Inventory,Psychological Assessment Instrument,Fully defined,Psychological inventory|Interactional measurement tool,Psychological test|Research methodology,S-R Inventory of Anxiousness|S-R Inventory of Hostility,Trait inventory|State inventory|Projective test|Behavioral checklist
2026-03-05T11:16:42.454830,gemini-3-flash-preview,set2,Fall risk assessment declined,Fall risk assessment refused,Finding with explicit context,Fully defined,Fall risk assessment not done|Procedure refused,Risk assessment not done|Refusal of care,Fall risk assessment refused by patient|Fall risk assessment refused by caregiver,Fall risk assessment deferred|Nutrition assessment refused|Depression screening refused|Pain assessment refused
2026-03-05T11:16:51.818792,gemini-3-flash-preview,set2,Vegetable suet,Vegetable suet,Food ingredient,Fully defined,Suet substitute|Solid vegetable fat,Edible fat|Culinary ingredient,Non-hydrogenated vegetable suet|Shredded vegetable suet,Beef suet|Mutton suet|Pork suet
2026-03-05T11:16:58.429811,gemini-3-flash-preview,set2,Flexion deformity of joint of right ankle,Flexion deformity of joint of right ankle,Disease / Disorder,Fully defined,Flexion deformity of joint of ankle|Deformity of right ankle joint|Flexion deformity of joint of right lower limb,Flexion deformity of joint|Ankle joint deformity|Deformity of right lower limb|Flexion deformity of joint of lower limb,None,Extension deformity of joint of right ankle|Flexion deformity of joint of left ankle|Valgus deformity of joint of right ankle|Varus deformity of joint of right ankle|Rotation deformity of joint of right ankle
2026-03-05T11:17:06.770760,gemini-3-flash-preview,set2,"Delayed allogeneic transplantation, living donor",Delayed allogeneic living donor transplantation,Procedure,Fully defined,Allogeneic living donor transplantation|Delayed allogeneic transplantation,Allogeneic transplantation|Living donor transplantation|Delayed transplantation,None identified,"Immediate allogeneic transplantation, living donor|Delayed allogeneic transplantation, deceased donor"
2026-03-05T11:17:13.559495,gemini-3-flash-preview,set2,Finding of knee joint color,Finding of knee joint color (finding),Finding,Primitive,Finding of color of joint (finding)|Finding of appearance of knee joint (finding),Finding of appearance of joint (finding)|Finding of color of musculoskeletal system (finding)|Finding of knee joint (finding),Erythema of knee (finding),Finding of knee joint shape (finding)|Finding of knee joint size (finding)|Finding of hip joint color (finding)|Finding of ankle joint color (finding)|Finding of elbow joint color (finding)
2026-03-05T11:17:20.831034,gemini-3-flash-preview,set2,Entire sinus venosus of fetus,Sinus venosus of fetus,Anatomical structure,Primitive,Fetal heart structure,Fetal cardiovascular system structure,Left horn of sinus venosus|Right horn of sinus venosus,Primitive atrium|Primitive ventricle|Bulbus cordis|Truncus arteriosus
2026-03-05T11:17:28.675882,gemini-3-flash-preview,set2,Blood (white blood cell) screen for GM1 gangliosidosis,White blood cell beta-galactosidase measurement,Laboratory procedure,Fully defined,Beta-galactosidase measurement|Enzyme assay on white blood cells,Glycosidase measurement|Enzyme measurement,None,White blood cell hexosaminidase A measurement|White blood cell alpha-galactosidase measurement|White blood cell glucocerebrosidase measurement
2026-03-05T11:17:38.984468,gemini-3-flash-preview,set2,Cystic testicular dysplasia,Cystic dysplasia of the rete testis,Congenital Abnormality,Fully defined,Testicular malformation,Congenital anomaly of the male genital system,None,Testicular hypoplasia|Polyorchidism|Cryptorchidism|Testicular agenesis
2026-03-05T11:17:45.885392,gemini-3-flash-preview,set2,No active range of shoulder circumduction,Absence of active range of shoulder circumduction,Clinical finding,Fully defined,Absence of range of shoulder circumduction|Restriction of active range of shoulder motion,Finding of shoulder circumduction|Finding of shoulder joint range of motion,Absence of active range of left shoulder circumduction|Absence of active range of right shoulder circumduction,Absence of passive range of shoulder circumduction|Absence of active range of shoulder flexion|Absence of active range of shoulder extension|Absence of active range of shoulder abduction|Absence of active range of shoulder adduction
2026-03-05T11:17:53.396924,gemini-3-flash-preview,set2,Product containing precisely promethazine hydrochloride 25 milligram/1 each conventional release oral tablet,Promethazine hydrochloride 25 mg conventional release oral tablet,Clinical Drug,Fully defined,Promethazine hydrochloride oral tablet|Promethazine hydrochloride 25 mg medicinal product,Promethazine oral preparation|Promethazine-containing product,Phenergan 25 mg tablet|Avomine 25 mg tablet|Sominex 25 mg tablet,Promethazine hydrochloride 10 mg conventional release oral tablet|Promethazine hydrochloride 12.5 mg conventional release oral tablet|Promethazine hydrochloride 50 mg conventional release oral tablet
2026-03-05T11:18:11.591875,gemini-3-flash-preview,set2,Spotted creeper,*Salpornis spilonotus*,Bird species,Primitive,,,*Salpornis spilonotus spilonotus*|*Salpornis spilonotus rajputanae*,*Salpornis salvadori*
2026-03-05T11:18:19.704016,gemini-3-flash-preview,set2,Chilomastix intestinalis,*Chilomastix intestinalis*,Organism,Fully defined,Genus *Chilomastix*,Family Retortamonadidae,None,*Chilomastix mesnili*|*Chilomastix bettencourti*|*Chilomastix caprae*|*Chilomastix cuniculi*|*Chilomastix suis*|*Chilomastix gallinarum*
2026-03-05T11:18:30.317007,gemini-3-flash-preview,set2,"Extraprostatic extension of tumor present, non-focal",Non-focal extraprostatic extension of tumor,Finding,Primitive,Extraprostatic extension of tumor present,Extension of malignant neoplasm of prostate,None,Focal extraprostatic extension of tumor present
2026-03-05T11:18:37.750614,gemini-3-flash-preview,set2,Arteriovenous graft rupture,Rupture of arteriovenous graft,Disease,Fully defined,Complication of arteriovenous graft|Rupture of blood vessel,Complication of vascular access|Vascular complication of procedure|Injury of blood vessel,Rupture of arteriovenous dialysis graft,Stenosis of arteriovenous graft|Thrombosis of arteriovenous graft|Infection of arteriovenous graft|Aneurysm of arteriovenous graft
2026-03-05T11:18:45.242542,gemini-3-flash-preview,set2,Structure of superficial anterior cervical lymph node,Superficial anterior cervical lymph node,Body structure,Primitive,Anterior cervical lymph node|Superficial cervical lymph node,Cervical lymph node,Anterior jugular lymph node,Deep anterior cervical lymph node
2026-03-05T11:18:54.047412,gemini-3-flash-preview,set2,Myelodysplastic syndrome with excess blasts-1,Myelodysplastic syndrome with excess blasts 1,Neoplastic process,Fully defined,Myelodysplastic syndrome with excess blasts,Myelodysplastic syndrome,None,Myelodysplastic syndrome with excess blasts 2
2026-03-05T11:19:00.956686,gemini-3-flash-preview,set2,Administration of substance via buccal route,Buccal administration of substance (procedure),Procedure,Fully defined,,,Buccal vaccination|Buccal immunotherapy,Administration of substance via sublingual route|Administration of substance via gingival route
2026-03-05T11:19:09.076980,gemini-3-flash-preview,set2,Product containing only bendroflumethiazide and potassium chloride,Product containing bendroflumethiazide and potassium chloride (medicinal product),Medicinal product,Fully defined,Product containing bendroflumethiazide (medicinal product)|Product containing potassium chloride (medicinal product),Diuretic product|Electrolyte product|Thiazide diuretic product,Bendroflumethiazide 2.5 mg / potassium chloride 630 mg modified-release oral tablet|Neo-NaClex-K tablet,Product containing hydrochlorothiazide and potassium chloride (medicinal product)|Product containing cyclopenthiazide and potassium chloride (medicinal product)|Product containing bendroflumethiazide and reserpine (medicinal product)
2026-03-05T11:19:16.466480,gemini-3-flash-preview,set2,Transmission-based precautions,Transmission-based precautions,Health care activity,Fully defined,Infection control procedure|Isolation procedure,Health care procedure|Disease prevention,Contact precautions|Droplet precautions|Airborne precautions,Standard precautions|Protective isolation
2026-03-05T11:19:26.618459,gemini-3-flash-preview,set2,Tooth disorder,Most precise official-style name,What kind of thing it is (semantic type),Category type (Primitive / Fully defined),Disorder of oral cavity|Stomatognathic disease,Gastrointestinal disease|Head and neck disease,Dental caries|Pulpitis|Non-carious tooth substance loss|Disorder of tooth development|Impaction of tooth|Dental deposit,Disorder of gingiva|Disorder of tongue|Disorder of salivary gland|Disorder of jaw|Disorder of oral mucosa
2026-03-05T11:19:40.398676,gemini-3-flash-preview,set2,Physical,Physical Property,Qualitative Concept,Primitive,Property,Attribute,Tangible|Material|Somatic|Corporeal,Abstract|Mental|Spiritual|Virtual
2026-03-05T11:19:51.123207,gemini-3-flash-preview,set2,Dislocation of ear ossicles,Dislocation of ear ossicle,Disease or Syndrome,Fully defined,Disorder of ear ossicles|Dislocation of joint of head|Injury of middle ear,Middle ear disease|Joint dislocation|Injury of head,Dislocation of incus|Dislocation of malleus|Dislocation of stapes|Incudostapedial joint dislocation|Incudomalleolar joint dislocation,Ankylosis of ear ossicles|Fracture of ear ossicles|Ossicular chain discontinuity
2026-03-05T11:20:02.040447,gemini-3-flash-preview,set2,Fracture dislocation of symphysis pubis,Fracture dislocation of symphysis pubis,Clinical finding,Primitive,Fracture dislocation of pelvic girdle|Injury of symphysis pubis,Fracture of pelvic girdle|Injury of pelvic region,None identified,Fracture dislocation of sacroiliac joint|Traumatic diastasis of symphysis pubis|Dislocation of symphysis pubis|Sprain of symphysis pubis
2026-03-05T11:20:15.235390,gemini-3-flash-preview,set2,Tache noire of sclera of left eye,Tache noire of sclera of left eye,Finding,Fully defined,Tache noire of sclera|Finding of left eye,Postmortem finding|Finding of eye region,None,Tache noire of sclera of right eye
2026-03-05T11:20:23.174618,gemini-3-flash-preview,set2,"Volatile inhalant dependence, episodic",Episodic volatile inhalant dependence,Clinical finding,Fully defined,Volatile inhalant dependence,Inhalant dependence|Volatile solvent use disorder,None,Continuous volatile inhalant dependence|Volatile inhalant dependence in remission
2026-03-05T11:20:30.371948,gemini-3-flash-preview,set2,Decreased N-3 fatty acid diet,Diet low in omega-3 fatty acids,Dietary regime,Fully defined,Fat-modified diet|Modification of dietary intake,Dietary management|Regime/therapy,Diet low in alpha-linolenic acid|Diet low in eicosapentaenoic acid|Diet low in docosahexaenoic acid,Diet low in omega-6 fatty acids|Diet high in omega-3 fatty acids|Diet low in saturated fatty acids
2026-03-05T11:20:40.038112,gemini-3-flash-preview,set2,Carbapenemase-producing Lelliottia amnigena,Carbapenemase-producing Lelliottia amnigena,Organism,Fully defined,Lelliottia amnigena|Carbapenemase-producing Enterobacterales,Lelliottia|Enterobacterales|Carbapenem-resistant bacteria,KPC-producing Lelliottia amnigena|NDM-producing Lelliottia amnigena|VIM-producing Lelliottia amnigena,Carbapenemase-producing Escherichia coli|Carbapenemase-producing Klebsiella pneumoniae|Carbapenemase-producing Enterobacter cloacae|ESBL-producing Lelliottia amnigena
2026-03-05T11:21:01.713892,gemini-3-flash-preview,set2,Polychromatophilic erythroblast,Polychromatophilic erythroblast,Cell,Primitive,Erythroblast,Erythroid lineage cell,None,Proerythroblast|Basophilic erythroblast|Orthochromatic erythroblast
2026-03-05T11:21:11.366443,gemini-3-flash-preview,set2,Fuller's earth dust,Fuller's earth,Mineral substance,Primitive,Clay|Mineral dust,Sedimentary rock|Particulate matter,Multani mitti|Florida earth,Kaolin dust|Bentonite dust|Talc dust|Diatomaceous earth
2026-03-05T11:21:16.768997,gemini-3-flash-preview,set2,Stress fracture of sacrum,Stress fracture of sacrum,Clinical finding / Disease,Fully defined,Stress fracture of pelvic girdle|Fracture of sacrum,Stress fracture of bone|Fracture of pelvis|Injury of pelvic girdle,Stress fracture of ala of sacrum,Stress fracture of ilium|Stress fracture of pubis|Stress fracture of ischium|Pathological fracture of sacrum
2026-03-05T11:21:21.646019,gemini-3-flash-preview,set2,Poor self-esteem,Low self-esteem,Finding,Primitive,Self-esteem|Self-concept,Psychological function|Personality trait,Chronic low self-esteem|Situational low self-esteem|Feelings of worthlessness,High self-esteem|Inflated self-esteem|Stable self-esteem
2026-03-05T11:21:27.790655,gemini-3-flash-preview,set2,Bathrocephaly,Bathrocephaly,Congenital malformation,Primitive,Cranial vault shape finding|Abnormal shape of skull,Congenital anomaly of skull and face bones|Finding of head,,Dolichocephaly|Brachycephaly|Plagiocephaly|Scaphocephaly|Trigonocephaly|Turricephaly|Oxycephaly
2026-03-05T11:21:42.126342,gemini-3-flash-preview,set2,Snuff user,Nasal snuff user,Person,Fully defined,Smokeless tobacco user,Tobacco user,Dry snuff user|Medicated snuff user,Snus user|Tobacco chewer|Dipping tobacco user
2026-03-05T11:21:50.262303,gemini-3-flash-preview,set2,Generalized onset motor epileptic seizure,Generalized onset motor seizure,Disease or Syndrome,Fully defined,Generalized onset seizure,Epileptic seizure,Generalized tonic-clonic seizure|Generalized clonic seizure|Generalized tonic seizure|Generalized myoclonic seizure|Generalized myoclonic-tonic-clonic seizure|Generalized myoclonic-atonic seizure|Generalized atonic seizure|Epileptic spasms,Generalized onset non-motor seizure|Focal onset motor seizure|Unknown onset motor seizure
2026-03-05T11:22:03.756088,gemini-3-flash-preview,set2,Allergy treatment changed,Allergy treatment changed (finding),Clinical finding,Primitive,,,None,Asthma treatment changed|Diabetes treatment changed|Epilepsy treatment changed|Hypertension treatment changed|Mental health treatment changed
2026-03-05T11:22:12.026426,gemini-3-flash-preview,set2,Erosion of pacemaker pocket due to and following implantation of cardiac pacemaker,Erosion of pacemaker pocket,Disease / Clinical finding,Fully defined,Complication of cardiac pacemaker|Skin erosion,Mechanical complication of cardiac electronic device|Complication of implanted medical device,None,Infection of pacemaker pocket|Hematoma of pacemaker pocket|Displacement of cardiac pacemaker generator|Pain at pacemaker pocket site
2026-03-05T11:22:18.370910,gemini-3-flash-preview,set2,Head lifting exercise,Shaker exercise,Therapeutic procedure,Fully defined,Dysphagia exercise|Isometric and isotonic neck exercise,Physical therapy procedure|Speech-language pathology intervention,Isotonic Shaker exercise|Isometric Shaker exercise,Mendelsohn maneuver|Masako maneuver|Chin tuck against resistance (CTAR)|Tongue-holding maneuver|Supraglottic swallow
2026-03-05T11:22:26.158972,gemini-3-flash-preview,set2,Entire corpus penis,Entire corpus penis,Body structure,Primitive,Penis structure,Male external genitalia structure|Male reproductive system structure,Skin of corpus penis|Fascia of corpus penis,Entire glans penis|Entire root of penis
2026-03-05T11:22:33.878475,gemini-3-flash-preview,set2,Oligopus diagrammus,"*Grammonus diagrammus* (Heller & Snodgrass, 1903)",Species,Fully defined,Genus *Grammonus*,Family Bythitidae,None,*Grammonus ater*|*Grammonus claudei*|*Grammonus longhursti*|*Grammonus minutus*|*Grammonus robustus*
2026-03-05T11:22:43.053947,gemini-3-flash-preview,set2,Deficiency of ribose-5-phosphate isomerase,Ribose-5-phosphate isomerase deficiency,Disease or Syndrome,Fully defined,Pentose phosphate pathway deficiency|Inborn error of carbohydrate metabolism,Inborn error of metabolism|Genetic disease,None identified,Transaldolase deficiency|Glucose-6-phosphate dehydrogenase deficiency|6-phosphogluconate dehydrogenase deficiency
2026-03-05T11:22:49.401766,gemini-3-flash-preview,set2,Progestogen overdose,Poisoning by progestogen,Injury or Poisoning,Fully defined,Poisoning by hormones and their synthetic substitutes|Drug overdose,Poisoning by drug and/or biological substance|Injury by pharmaceutical agent,Poisoning by progesterone|Poisoning by medroxyprogesterone|Poisoning by levonorgestrel|Poisoning by norethisterone,Poisoning by estrogen|Poisoning by androgen|Poisoning by thyroid hormones and substitutes|Poisoning by insulin and oral hypoglycemic drugs
2026-03-05T11:22:56.505885,gemini-3-flash-preview,set2,Cartilage graft - prominent ear,Correction of prominent ear using cartilage graft,Procedure,Fully defined,Otoplasty for prominent ear|Cartilage grafting,Plastic surgery of external ear|Grafting of connective tissue|Reconstruction of ear,Correction of prominent ear using autologous conchal cartilage graft|Correction of prominent ear using costal cartilage graft,Suture technique for prominent ear|Cartilage scoring for prominent ear|Cartilage excision for prominent ear|Soft tissue repositioning for prominent ear
2026-03-05T11:23:04.967455,gemini-3-flash-preview,set2,Borrelia theileri,*Borrelia theileri*,Bacterium,Fully defined,,,No recognized subspecies,*Borrelia anserina*|*Borrelia burgdorferi*|*Borrelia coriaceae*|*Borrelia duttonii*|*Borrelia hermsii*|*Borrelia miyamotoi*|*Borrelia recurrentis*
2026-03-05T11:23:12.437316,gemini-3-flash-preview,set2,Mood disorder with mixed depressive and manic symptoms caused by volatile inhalant,Volatile inhalant-induced mood disorder with mixed features,Disorder,Fully defined,Volatile inhalant-induced mood disorder|Mood disorder with mixed features,Inhalant-related disorder|Substance-induced mood disorder,None,Volatile inhalant-induced mood disorder with depressive features|Volatile inhalant-induced mood disorder with manic features|Alcohol-induced mood disorder with mixed features|Stimulant-induced mood disorder with mixed features
2026-03-05T11:23:19.304673,gemini-3-flash-preview,set2,Degloving injury buttock,Degloving injury of buttock,Injury or Poisoning,Primitive,Degloving injury|Injury of buttock|Open wound of buttock,Traumatic injury|Injury of lower back and pelvis|Soft tissue injury,Degloving injury of right buttock|Degloving injury of left buttock|Morel-Lavallée lesion of buttock,Contusion of buttock|Laceration of buttock|Puncture wound of buttock|Abrasion of buttock
2026-03-05T11:23:27.700701,gemini-3-flash-preview,set2,Attachment of bone anchored hearing prosthesis,Attachment of bone anchored hearing prosthesis (procedure),Procedure,Primitive,Bone anchored hearing aid procedure|Attachment,Surgical procedure|Prosthetic procedure|Operation on ear,Attachment of magnetic bone anchored hearing prosthesis,Fitting of bone anchored hearing aid|Implantation of bone anchored hearing aid|Removal of bone anchored hearing aid|Revision of bone anchored hearing aid
2026-03-05T11:23:34.591484,gemini-3-flash-preview,set2,Air traffic controller,Air Traffic Control Specialist,Occupation,Fully defined,Aviation professional|Transportation control worker,Professional|Worker,Tower Controller|En Route Controller|Terminal Controller|Ground Controller,Pilot|Flight Dispatcher|Aviation Safety Inspector|Aircraft Maintenance Technician
2026-03-05T11:23:40.694439,gemini-3-flash-preview,set2,Entire intervertebral symphysis between T2 and T3,Structure of intervertebral disc of second thoracic vertebra,Body structure,Fully defined,Thoracic intervertebral disc structure|Intervertebral disc of thoracic vertebra,Intervertebral disc structure|Joint of thoracic vertebral column,Nucleus pulposus of intervertebral disc of second thoracic vertebra|Annulus fibrosus of intervertebral disc of second thoracic vertebra|Cartilaginous endplate of intervertebral disc of second thoracic vertebra,Intervertebral disc of first thoracic vertebra|Intervertebral disc of third thoracic vertebra|Intervertebral disc of fourth thoracic vertebra
2026-03-05T11:23:47.198568,gemini-3-flash-preview,set2,Protostrongylus brevispiculum,Protostrongylus brevispiculum,Organism,Primitive,Genus Protostrongylus,Family Protostrongylidae,None,Protostrongylus rufescens|Protostrongylus hobmaieri|Protostrongylus stilesi|Protostrongylus rushi|Protostrongylus kochi
2026-03-05T11:23:53.589463,gemini-3-flash-preview,set2,Vasomotor rhinitis,Vasomotor rhinitis,Disease or Syndrome,Primitive,Non-allergic rhinitis|Chronic rhinitis,Rhinitis|Disorder of nasal cavity,None,Allergic rhinitis|Atrophic rhinitis|Infective rhinitis|Non-allergic rhinitis with eosinophilia syndrome|Gustatory rhinitis|Occupational rhinitis|Drug-induced rhinitis
2026-03-05T11:24:01.785850,gemini-3-flash-preview,set2,Able to open and close mouth,Able to open and close mouth,Finding,Primitive,Jaw movement finding,Finding of function of jaw|Finding of movement of head and/or neck,None,Unable to open and close mouth|Able to move jaw sideways|Jaw movement present
2026-03-05T11:24:10.246354,gemini-3-flash-preview,set2,Pseudoxanthomonas helianthi,*Pseudoxanthomonas helianthi*,Bacterium,Fully defined,,,*Pseudoxanthomonas helianthi* KCTC 12519,*Pseudoxanthomonas suwonensis*|*Pseudoxanthomonas spadix*|*Pseudoxanthomonas japonensis*|*Pseudoxanthomonas yeongjuensis*|*Pseudoxanthomonas broegbernensis*
2026-03-05T11:24:18.024009,gemini-3-flash-preview,set2,Repair of ventral hernia using graft,Repair of ventral hernia with graft,Procedure,Fully defined,Repair of ventral hernia|Hernioplasty,Repair of hernia|Operation on abdominal wall,Laparoscopic repair of ventral hernia with graft|Open repair of ventral hernia with graft|Repair of umbilical hernia with graft|Repair of epigastric hernia with graft,Repair of ventral hernia by suture|Repair of inguinal hernia with graft|Repair of femoral hernia with graft|Repair of diaphragmatic hernia with graft
2026-03-05T11:24:25.278579,gemini-3-flash-preview,set2,Assessment using Short Form of the Informant Questionnaire on Cognitive Decline in the Elderly,Assessment using Short Form of the Informant Questionnaire on Cognitive Decline in the Elderly,Procedure,Fully defined,Assessment using Informant Questionnaire on Cognitive Decline in the Elderly|Cognitive function assessment,Mental state assessment|Neurological assessment,None,Assessment using Long Form of the Informant Questionnaire on Cognitive Decline in the Elderly|Assessment using Mini-Mental State Examination|Assessment using Montreal Cognitive Assessment|Assessment using Abbreviated Mental Test Score|Assessment using Six-item Screener
